"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","EMPAGE","55_64","PC_AGE","A","1996",55.92462,
"USA","EMPAGE","55_64","PC_AGE","A","1997",57.17223,
"USA","EMPAGE","55_64","PC_AGE","A","1998",57.73208,
"USA","EMPAGE","55_64","PC_AGE","A","1999",57.73042,
"USA","EMPAGE","55_64","PC_AGE","A","2000",57.78587,
"USA","EMPAGE","55_64","PC_AGE","A","2001",58.55196,
"USA","EMPAGE","55_64","PC_AGE","A","2002",59.49021,
"USA","EMPAGE","55_64","PC_AGE","A","2003",59.85929,
"USA","EMPAGE","55_64","PC_AGE","A","2004",59.92963,
"USA","EMPAGE","55_64","PC_AGE","A","2005",60.82557,
"USA","EMPAGE","55_64","PC_AGE","A","2006",61.79658,
"USA","EMPAGE","55_64","PC_AGE","A","2007",61.80577,
"USA","EMPAGE","55_64","PC_AGE","A","2008",62.14368,
"USA","EMPAGE","55_64","PC_AGE","A","2009",60.62915,
"USA","EMPAGE","55_64","PC_AGE","A","2010",60.29404,
"USA","EMPAGE","55_64","PC_AGE","A","2011",59.98019,
"USA","EMPAGE","55_64","PC_AGE","A","2012",60.64771,
"USA","EMPAGE","55_64","PC_AGE","A","2013",60.9304,
"USA","EMPAGE","55_64","PC_AGE","A","2014",61.34781,
"USA","EMPAGE","55_64","PC_AGE","A","2015",61.52417,
"USA","EMPAGE","55_64","PC_AGE","A","2016",61.78946,
"USA","EMPAGE","55_64","PC_AGE","A","2017",62.51775,
"USA","EMPAGE","55_64","PC_AGE","A","2018",63.07812,
"USA","EMPAGE","55_64","PC_AGE","A","2019",63.66526,
"USA","EMPAGE","55_64","PC_AGE","A","2020",60.32893,
"BRA","EMPAGE","15_24","PC_AGE","A","2003",42.88126,
"BRA","EMPAGE","15_24","PC_AGE","A","2004",43.67698,
"BRA","EMPAGE","15_24","PC_AGE","A","2005",43.59939,
"BRA","EMPAGE","15_24","PC_AGE","A","2006",44.27253,
"BRA","EMPAGE","15_24","PC_AGE","A","2007",44.84623,
"BRA","EMPAGE","15_24","PC_AGE","A","2008",46.43018,
"BRA","EMPAGE","15_24","PC_AGE","A","2009",44.8462,
"BRA","EMPAGE","15_24","PC_AGE","A","2010",46.03247,
"BRA","EMPAGE","15_24","PC_AGE","A","2011",46.56374,
"BRA","EMPAGE","15_24","PC_AGE","A","2012",46.7378,
"BRA","EMPAGE","15_24","PC_AGE","A","2013",45.32981,
"BRA","EMPAGE","15_24","PC_AGE","A","2014",43.38263,
"CHL","EMPAGE","15_24","PC_AGE","A","2005",25.36164,
"CHL","EMPAGE","15_24","PC_AGE","A","2006",25.99293,
"CHL","EMPAGE","15_24","PC_AGE","A","2007",26.38727,
"CHL","EMPAGE","15_24","PC_AGE","A","2008",27.44823,
"CHL","EMPAGE","15_24","PC_AGE","A","2009",25.78601,
"CHL","EMPAGE","15_24","PC_AGE","A","2010",30.54601,
"CHL","EMPAGE","15_24","PC_AGE","A","2011",31.75623,
"CHL","EMPAGE","15_24","PC_AGE","A","2012",31.16017,
"CHL","EMPAGE","15_24","PC_AGE","A","2013",30.57448,
"CHL","EMPAGE","15_24","PC_AGE","A","2014",30.64676,
"CHL","EMPAGE","15_24","PC_AGE","A","2015",30.53065,
"CHL","EMPAGE","15_24","PC_AGE","A","2016",29.65233,
"CHL","EMPAGE","15_24","PC_AGE","A","2017",28.99821,
"CHL","EMPAGE","15_24","PC_AGE","A","2018",28.24936,
"CHL","EMPAGE","15_24","PC_AGE","A","2019",26.51045,
"CHL","EMPAGE","15_24","PC_AGE","A","2020",19.99103,
"CHL","EMPAGE","25_54","PC_AGE","A","2005",67.53751,
"CHL","EMPAGE","25_54","PC_AGE","A","2006",68.37359,
"CHL","EMPAGE","25_54","PC_AGE","A","2007",69.48983,
"CHL","EMPAGE","25_54","PC_AGE","A","2008",70.34601,
"CHL","EMPAGE","25_54","PC_AGE","A","2009",69.19331,
"CHL","EMPAGE","25_54","PC_AGE","A","2010",72.31702,
"CHL","EMPAGE","25_54","PC_AGE","A","2011",74.46434,
"CHL","EMPAGE","25_54","PC_AGE","A","2012",74.85728,
"CHL","EMPAGE","25_54","PC_AGE","A","2013",75.61447,
"CHL","EMPAGE","25_54","PC_AGE","A","2014",75.33002,
"CHL","EMPAGE","25_54","PC_AGE","A","2015",75.3253,
"CHL","EMPAGE","25_54","PC_AGE","A","2016",75.16071,
"CHL","EMPAGE","25_54","PC_AGE","A","2017",75.50241,
"CHL","EMPAGE","25_54","PC_AGE","A","2018",75.6664,
"CHL","EMPAGE","25_54","PC_AGE","A","2019",75.79074,
"CHL","EMPAGE","25_54","PC_AGE","A","2020",67.13216,
"CHL","EMPAGE","55_64","PC_AGE","A","2005",51.03481,
"CHL","EMPAGE","55_64","PC_AGE","A","2006",53.20664,
"CHL","EMPAGE","55_64","PC_AGE","A","2007",54.41788,
"CHL","EMPAGE","55_64","PC_AGE","A","2008",55.74767,
"CHL","EMPAGE","55_64","PC_AGE","A","2009",55.35394,
"CHL","EMPAGE","55_64","PC_AGE","A","2010",57.91525,
"CHL","EMPAGE","55_64","PC_AGE","A","2011",60.01196,
"CHL","EMPAGE","55_64","PC_AGE","A","2012",63.19319,
"CHL","EMPAGE","55_64","PC_AGE","A","2013",63.48404,
"CHL","EMPAGE","55_64","PC_AGE","A","2014",63.88163,
"CHL","EMPAGE","55_64","PC_AGE","A","2015",64.39264,
"CHL","EMPAGE","55_64","PC_AGE","A","2016",63.83604,
"CHL","EMPAGE","55_64","PC_AGE","A","2017",65.57715,
"CHL","EMPAGE","55_64","PC_AGE","A","2018",65.9377,
"CHL","EMPAGE","55_64","PC_AGE","A","2019",66.36886,
"CHL","EMPAGE","55_64","PC_AGE","A","2020",56.19585,
"EST","EMPAGE","15_24","PC_AGE","A","2000",30.175,
"EST","EMPAGE","15_24","PC_AGE","A","2001",29.4,
"EST","EMPAGE","15_24","PC_AGE","A","2002",28.55,
"EST","EMPAGE","15_24","PC_AGE","A","2003",30.775,
"EST","EMPAGE","15_24","PC_AGE","A","2004",28.5,"B"
"EST","EMPAGE","15_24","PC_AGE","A","2005",30.725,
"EST","EMPAGE","15_24","PC_AGE","A","2006",31.4,
"EST","EMPAGE","15_24","PC_AGE","A","2007",34.1,
"EST","EMPAGE","15_24","PC_AGE","A","2008",35.95,
"EST","EMPAGE","15_24","PC_AGE","A","2009",28.35,
"EST","EMPAGE","15_24","PC_AGE","A","2010",25.35,
"EST","EMPAGE","15_24","PC_AGE","A","2011",31.05,
"EST","EMPAGE","15_24","PC_AGE","A","2012",32.25,
"EST","EMPAGE","15_24","PC_AGE","A","2013",32.35,
"EST","EMPAGE","15_24","PC_AGE","A","2014",33.325,
"EST","EMPAGE","15_24","PC_AGE","A","2015",36.25,
"EST","EMPAGE","15_24","PC_AGE","A","2016",37.475,
"EST","EMPAGE","15_24","PC_AGE","A","2017",40.55,
"EST","EMPAGE","15_24","PC_AGE","A","2018",41.7,
"EST","EMPAGE","15_24","PC_AGE","A","2019",39.7,
"EST","EMPAGE","15_24","PC_AGE","A","2020",35.325,"B"
"EST","EMPAGE","25_54","PC_AGE","A","2000",74.5,
"EST","EMPAGE","25_54","PC_AGE","A","2001",75.45,
"EST","EMPAGE","25_54","PC_AGE","A","2002",75.55,
"EST","EMPAGE","25_54","PC_AGE","A","2003",77.05,
"EST","EMPAGE","25_54","PC_AGE","A","2004",77.75,"B"
"EST","EMPAGE","25_54","PC_AGE","A","2005",79.15,
"EST","EMPAGE","25_54","PC_AGE","A","2006",84.075,
"EST","EMPAGE","25_54","PC_AGE","A","2007",84.775,
"EST","EMPAGE","25_54","PC_AGE","A","2008",83.875,
"EST","EMPAGE","25_54","PC_AGE","A","2009",76.525,
"EST","EMPAGE","25_54","PC_AGE","A","2010",74.9,
"EST","EMPAGE","25_54","PC_AGE","A","2011",78.25,
"EST","EMPAGE","25_54","PC_AGE","A","2012",79.45,
"EST","EMPAGE","25_54","PC_AGE","A","2013",80.4,
"EST","EMPAGE","25_54","PC_AGE","A","2014",80.85,
"EST","EMPAGE","25_54","PC_AGE","A","2015",82.975,
"EST","EMPAGE","25_54","PC_AGE","A","2016",82.575,
"EST","EMPAGE","25_54","PC_AGE","A","2017",83.95,
"EST","EMPAGE","25_54","PC_AGE","A","2018",84.2,
"EST","EMPAGE","25_54","PC_AGE","A","2019",84.3,
"EST","EMPAGE","25_54","PC_AGE","A","2020",82.975,"B"
"EST","EMPAGE","55_64","PC_AGE","A","2000",45.025,
"EST","EMPAGE","55_64","PC_AGE","A","2001",46.925,
"EST","EMPAGE","55_64","PC_AGE","A","2002",49.675,
"EST","EMPAGE","55_64","PC_AGE","A","2003",50.9,
"EST","EMPAGE","55_64","PC_AGE","A","2004",53,"B"
"EST","EMPAGE","55_64","PC_AGE","A","2005",55.725,
"EST","EMPAGE","55_64","PC_AGE","A","2006",58.425,
"EST","EMPAGE","55_64","PC_AGE","A","2007",59.95,
"EST","EMPAGE","55_64","PC_AGE","A","2008",62.35,
"EST","EMPAGE","55_64","PC_AGE","A","2009",60.3,
"EST","EMPAGE","55_64","PC_AGE","A","2010",53.8,
"EST","EMPAGE","55_64","PC_AGE","A","2011",57.525,
"EST","EMPAGE","55_64","PC_AGE","A","2012",60.475,
"EST","EMPAGE","55_64","PC_AGE","A","2013",62.6,
"EST","EMPAGE","55_64","PC_AGE","A","2014",63.975,
"EST","EMPAGE","55_64","PC_AGE","A","2015",64.55,
"EST","EMPAGE","55_64","PC_AGE","A","2016",65.275,
"EST","EMPAGE","55_64","PC_AGE","A","2017",68.025,
"EST","EMPAGE","55_64","PC_AGE","A","2018",68.95,
"EST","EMPAGE","55_64","PC_AGE","A","2019",72.475,
"EST","EMPAGE","55_64","PC_AGE","A","2020",71.975,"B"
"ISR","EMPAGE","15_24","PC_AGE","A","1995",29.67581,
"ISR","EMPAGE","15_24","PC_AGE","A","1996",29.55635,
"ISR","EMPAGE","15_24","PC_AGE","A","1997",28.84205,
"ISR","EMPAGE","15_24","PC_AGE","A","1998",27.78444,
"ISR","EMPAGE","15_24","PC_AGE","A","1999",27.75638,
"ISR","EMPAGE","15_24","PC_AGE","A","2000",28.18493,
"ISR","EMPAGE","15_24","PC_AGE","A","2001",27.03508,
"ISR","EMPAGE","15_24","PC_AGE","A","2002",24.69327,
"ISR","EMPAGE","15_24","PC_AGE","A","2003",24.4208,
"ISR","EMPAGE","15_24","PC_AGE","A","2004",25.30166,
"ISR","EMPAGE","15_24","PC_AGE","A","2005",26.60246,
"ISR","EMPAGE","15_24","PC_AGE","A","2006",26.61701,
"ISR","EMPAGE","15_24","PC_AGE","A","2007",27.19463,
"ISR","EMPAGE","15_24","PC_AGE","A","2008",27.6344,
"ISR","EMPAGE","15_24","PC_AGE","A","2009",26.79578,
"ISR","EMPAGE","15_24","PC_AGE","A","2010",26.98367,
"ISR","EMPAGE","15_24","PC_AGE","A","2011",26.57189,"B"
"ISR","EMPAGE","15_24","PC_AGE","A","2012",43.48333,
"ISR","EMPAGE","15_24","PC_AGE","A","2013",44.4,
"ISR","EMPAGE","15_24","PC_AGE","A","2014",44.46667,
"ISR","EMPAGE","15_24","PC_AGE","A","2015",44.40833,
"ISR","EMPAGE","15_24","PC_AGE","A","2016",44.28333,
"ISR","EMPAGE","15_24","PC_AGE","A","2017",44.775,
"ISR","EMPAGE","15_24","PC_AGE","A","2018",43.71667,
"ISR","EMPAGE","15_24","PC_AGE","A","2019",42.925,
"ISR","EMPAGE","15_24","PC_AGE","A","2020",38.95833,
"ISR","EMPAGE","25_54","PC_AGE","A","1995",71.238,
"ISR","EMPAGE","25_54","PC_AGE","A","1996",70.96096,
"ISR","EMPAGE","25_54","PC_AGE","A","1997",70.22652,
"ISR","EMPAGE","25_54","PC_AGE","A","1998",69.95987,
"ISR","EMPAGE","25_54","PC_AGE","A","1999",70.00645,
"ISR","EMPAGE","25_54","PC_AGE","A","2000",70.43904,
"ISR","EMPAGE","25_54","PC_AGE","A","2001",69.63156,
"ISR","EMPAGE","25_54","PC_AGE","A","2002",69.1787,
"ISR","EMPAGE","25_54","PC_AGE","A","2003",69.26619,
"ISR","EMPAGE","25_54","PC_AGE","A","2004",69.70048,
"ISR","EMPAGE","25_54","PC_AGE","A","2005",70.61085,
"ISR","EMPAGE","25_54","PC_AGE","A","2006",71.46591,
"ISR","EMPAGE","25_54","PC_AGE","A","2007",72.97219,
"ISR","EMPAGE","25_54","PC_AGE","A","2008",73.90294,
"ISR","EMPAGE","25_54","PC_AGE","A","2009",72.80259,
"ISR","EMPAGE","25_54","PC_AGE","A","2010",73.93655,
"ISR","EMPAGE","25_54","PC_AGE","A","2011",74.82671,"B"
"ISR","EMPAGE","25_54","PC_AGE","A","2012",76.80833,
"ISR","EMPAGE","25_54","PC_AGE","A","2013",77.05833,
"ISR","EMPAGE","25_54","PC_AGE","A","2014",78.225,
"ISR","EMPAGE","25_54","PC_AGE","A","2015",78.73333,
"ISR","EMPAGE","25_54","PC_AGE","A","2016",79.19167,
"ISR","EMPAGE","25_54","PC_AGE","A","2017",79.70834,
"ISR","EMPAGE","25_54","PC_AGE","A","2018",80.06667,
"ISR","EMPAGE","25_54","PC_AGE","A","2019",80.16666,
"ISR","EMPAGE","25_54","PC_AGE","A","2020",78.25833,
"ISR","EMPAGE","55_64","PC_AGE","A","1995",47.65911,
"ISR","EMPAGE","55_64","PC_AGE","A","1996",46.86406,
"ISR","EMPAGE","55_64","PC_AGE","A","1997",45.51742,
"ISR","EMPAGE","55_64","PC_AGE","A","1998",45.15942,
"ISR","EMPAGE","55_64","PC_AGE","A","1999",45.93065,
"ISR","EMPAGE","55_64","PC_AGE","A","2000",46.65303,
"ISR","EMPAGE","55_64","PC_AGE","A","2001",48.35743,
"ISR","EMPAGE","55_64","PC_AGE","A","2002",49.13788,
"ISR","EMPAGE","55_64","PC_AGE","A","2003",50.39474,
"ISR","EMPAGE","55_64","PC_AGE","A","2004",51.52903,
"ISR","EMPAGE","55_64","PC_AGE","A","2005",52.39838,
"ISR","EMPAGE","55_64","PC_AGE","A","2006",54.84153,
"ISR","EMPAGE","55_64","PC_AGE","A","2007",57.15639,
"ISR","EMPAGE","55_64","PC_AGE","A","2008",58.42922,
"ISR","EMPAGE","55_64","PC_AGE","A","2009",58.78157,
"ISR","EMPAGE","55_64","PC_AGE","A","2010",59.80819,
"ISR","EMPAGE","55_64","PC_AGE","A","2011",61.25464,"B"
"ISR","EMPAGE","55_64","PC_AGE","A","2012",63.10833,
"ISR","EMPAGE","55_64","PC_AGE","A","2013",64.63333,
"ISR","EMPAGE","55_64","PC_AGE","A","2014",65.13333,
"ISR","EMPAGE","55_64","PC_AGE","A","2015",66.24167,
"ISR","EMPAGE","55_64","PC_AGE","A","2016",66.54166,
"ISR","EMPAGE","55_64","PC_AGE","A","2017",66.75,
"ISR","EMPAGE","55_64","PC_AGE","A","2018",67.26667,
"ISR","EMPAGE","55_64","PC_AGE","A","2019",67.93333,
"ISR","EMPAGE","55_64","PC_AGE","A","2020",67.90833,
"SVN","EMPAGE","15_24","PC_AGE","A","1999",34,
"SVN","EMPAGE","15_24","PC_AGE","A","2000",32.75,
"SVN","EMPAGE","15_24","PC_AGE","A","2001",30.55,
"SVN","EMPAGE","15_24","PC_AGE","A","2002",30.525,
"SVN","EMPAGE","15_24","PC_AGE","A","2003",29.1,
"SVN","EMPAGE","15_24","PC_AGE","A","2004",33.85,"B"
"SVN","EMPAGE","15_24","PC_AGE","A","2005",34.025,
"SVN","EMPAGE","15_24","PC_AGE","A","2006",34.975,
"SVN","EMPAGE","15_24","PC_AGE","A","2007",37.625,
"SVN","EMPAGE","15_24","PC_AGE","A","2008",38.4,
"SVN","EMPAGE","15_24","PC_AGE","A","2009",35.275,
"SVN","EMPAGE","15_24","PC_AGE","A","2010",34.075,
"SVN","EMPAGE","15_24","PC_AGE","A","2011",31.55,
"SVN","EMPAGE","15_24","PC_AGE","A","2012",27.325,
"SVN","EMPAGE","15_24","PC_AGE","A","2013",26.575,
"SVN","EMPAGE","15_24","PC_AGE","A","2014",26.8,
"SVN","EMPAGE","15_24","PC_AGE","A","2015",29.575,
"SVN","EMPAGE","15_24","PC_AGE","A","2016",28.625,
"SVN","EMPAGE","15_24","PC_AGE","A","2017",34.75,
"SVN","EMPAGE","15_24","PC_AGE","A","2018",35.15,
"SVN","EMPAGE","15_24","PC_AGE","A","2019",33.25,
"SVN","EMPAGE","15_24","PC_AGE","A","2020",27.05,"B"
"SVN","EMPAGE","25_54","PC_AGE","A","1999",81.725,
"SVN","EMPAGE","25_54","PC_AGE","A","2000",82.55,
"SVN","EMPAGE","25_54","PC_AGE","A","2001",83.625,
"SVN","EMPAGE","25_54","PC_AGE","A","2002",83.4,
"SVN","EMPAGE","25_54","PC_AGE","A","2003",82.525,
"SVN","EMPAGE","25_54","PC_AGE","A","2004",83.825,"B"
"SVN","EMPAGE","25_54","PC_AGE","A","2005",83.775,
"SVN","EMPAGE","25_54","PC_AGE","A","2006",84.2,
"SVN","EMPAGE","25_54","PC_AGE","A","2007",85.35,
"SVN","EMPAGE","25_54","PC_AGE","A","2008",86.775,
"SVN","EMPAGE","25_54","PC_AGE","A","2009",84.875,
"SVN","EMPAGE","25_54","PC_AGE","A","2010",83.675,
"SVN","EMPAGE","25_54","PC_AGE","A","2011",83.125,
"SVN","EMPAGE","25_54","PC_AGE","A","2012",83.275,
"SVN","EMPAGE","25_54","PC_AGE","A","2013",81.9,
"SVN","EMPAGE","25_54","PC_AGE","A","2014",81.925,
"SVN","EMPAGE","25_54","PC_AGE","A","2015",82.95,
"SVN","EMPAGE","25_54","PC_AGE","A","2016",83.475,
"SVN","EMPAGE","25_54","PC_AGE","A","2017",86.1,
"SVN","EMPAGE","25_54","PC_AGE","A","2018",87.5,
"SVN","EMPAGE","25_54","PC_AGE","A","2019",88.575,
"SVN","EMPAGE","25_54","PC_AGE","A","2020",88.1,"B"
"SVN","EMPAGE","55_64","PC_AGE","A","1999",21.975,
"SVN","EMPAGE","55_64","PC_AGE","A","2000",22.75,
"SVN","EMPAGE","55_64","PC_AGE","A","2001",25.475,
"SVN","EMPAGE","55_64","PC_AGE","A","2002",24.45,
"SVN","EMPAGE","55_64","PC_AGE","A","2003",23.475,
"SVN","EMPAGE","55_64","PC_AGE","A","2004",29,"B"
"SVN","EMPAGE","55_64","PC_AGE","A","2005",30.7,
"SVN","EMPAGE","55_64","PC_AGE","A","2006",32.575,
"SVN","EMPAGE","55_64","PC_AGE","A","2007",33.45,
"SVN","EMPAGE","55_64","PC_AGE","A","2008",32.775,
"SVN","EMPAGE","55_64","PC_AGE","A","2009",35.575,
"SVN","EMPAGE","55_64","PC_AGE","A","2010",35.05,
"SVN","EMPAGE","55_64","PC_AGE","A","2011",31.2,
"SVN","EMPAGE","55_64","PC_AGE","A","2012",32.9,
"SVN","EMPAGE","55_64","PC_AGE","A","2013",33.5,
"SVN","EMPAGE","55_64","PC_AGE","A","2014",35.425,
"SVN","EMPAGE","55_64","PC_AGE","A","2015",36.6,
"SVN","EMPAGE","55_64","PC_AGE","A","2016",38.55,
"SVN","EMPAGE","55_64","PC_AGE","A","2017",42.75,
"SVN","EMPAGE","55_64","PC_AGE","A","2018",47.05,
"SVN","EMPAGE","55_64","PC_AGE","A","2019",48.625,
"SVN","EMPAGE","55_64","PC_AGE","A","2020",50.45,"B"
"ZAF","EMPAGE","15_24","PC_AGE","A","2008",16.70694,
"ZAF","EMPAGE","15_24","PC_AGE","A","2009",14.50711,
"ZAF","EMPAGE","15_24","PC_AGE","A","2010",12.75224,
"ZAF","EMPAGE","15_24","PC_AGE","A","2011",12.66797,
"ZAF","EMPAGE","15_24","PC_AGE","A","2012",12.26133,
"ZAF","EMPAGE","15_24","PC_AGE","A","2013",12.51829,
"ZAF","EMPAGE","15_24","PC_AGE","A","2014",12.31537,
"ZAF","EMPAGE","15_24","PC_AGE","A","2015",13.28373,
"ZAF","EMPAGE","15_24","PC_AGE","A","2016",12.3259,
"ZAF","EMPAGE","15_24","PC_AGE","A","2017",12.5242,
"ZAF","EMPAGE","15_24","PC_AGE","A","2018",11.85098,
"ZAF","EMPAGE","15_24","PC_AGE","A","2019",11.03125,
"ZAF","EMPAGE","15_24","PC_AGE","A","2020",8.488349,
"ZAF","EMPAGE","25_54","PC_AGE","A","2008",61.31581,
"ZAF","EMPAGE","25_54","PC_AGE","A","2009",59.10652,
"ZAF","EMPAGE","25_54","PC_AGE","A","2010",56.81687,
"ZAF","EMPAGE","25_54","PC_AGE","A","2011",56.73743,
"ZAF","EMPAGE","25_54","PC_AGE","A","2012",57.26901,
"ZAF","EMPAGE","25_54","PC_AGE","A","2013",57.72016,
"ZAF","EMPAGE","25_54","PC_AGE","A","2014",57.4549,
"ZAF","EMPAGE","25_54","PC_AGE","A","2015",58.31128,
"ZAF","EMPAGE","25_54","PC_AGE","A","2016",57.51431,
"ZAF","EMPAGE","25_54","PC_AGE","A","2017",57.39731,
"ZAF","EMPAGE","25_54","PC_AGE","A","2018",57.25775,
"ZAF","EMPAGE","25_54","PC_AGE","A","2019",56.17611,
"ZAF","EMPAGE","25_54","PC_AGE","A","2020",51.1913,
"ZAF","EMPAGE","55_64","PC_AGE","A","2008",41.52332,
"ZAF","EMPAGE","55_64","PC_AGE","A","2009",40.14762,
"ZAF","EMPAGE","55_64","PC_AGE","A","2010",37.93913,
"ZAF","EMPAGE","55_64","PC_AGE","A","2011",38.72395,
"ZAF","EMPAGE","55_64","PC_AGE","A","2012",38.61074,
"ZAF","EMPAGE","55_64","PC_AGE","A","2013",39.1777,
"ZAF","EMPAGE","55_64","PC_AGE","A","2014",40.60155,
"ZAF","EMPAGE","55_64","PC_AGE","A","2015",39.99969,
"ZAF","EMPAGE","55_64","PC_AGE","A","2016",39.45979,
"ZAF","EMPAGE","55_64","PC_AGE","A","2017",41.08252,
"ZAF","EMPAGE","55_64","PC_AGE","A","2018",40.8663,
"ZAF","EMPAGE","55_64","PC_AGE","A","2019",40.09815,
"ZAF","EMPAGE","55_64","PC_AGE","A","2020",37.24924,
"OECD","EMPAGE","15_24","PC_AGE","A","2011",39.41708,"B"
"OECD","EMPAGE","15_24","PC_AGE","A","2012",39.51683,
"OECD","EMPAGE","15_24","PC_AGE","A","2013",39.54444,"B"
"OECD","EMPAGE","15_24","PC_AGE","A","2014",39.99681,"B"
"OECD","EMPAGE","15_24","PC_AGE","A","2015",40.5458,"B"
"OECD","EMPAGE","15_24","PC_AGE","A","2016",41.00194,"B"
"OECD","EMPAGE","15_24","PC_AGE","A","2017",41.53466,"B"
"OECD","EMPAGE","15_24","PC_AGE","A","2018",42.05975,"B"
"OECD","EMPAGE","15_24","PC_AGE","A","2019",42.37639,"B"
"OECD","EMPAGE","15_24","PC_AGE","A","2020",38.71517,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2007",76.87525,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2008",76.85947,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2009",75.26118,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2010",75.186,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2011",75.51834,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2012",75.67403,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2013",75.70871,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2014",76.10079,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2015",76.61503,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2016",77.16695,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2017",77.78139,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2018",78.39777,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2019",78.74937,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2020",76.06754,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2007",53.44374,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2008",53.96095,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2009",53.69011,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2010",54.01078,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2011",54.66921,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2012",55.59746,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2013",56.42807,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2014",57.41205,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2015",58.24995,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2016",59.29527,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2017",60.46053,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2018",61.4111,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2019",62.03301,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2020",60.35955,"E"
"AUS","EMPAGE","25_54","PC_AGE","Q","1978-Q2",70.48058,
"AUS","EMPAGE","25_54","PC_AGE","Q","1978-Q3",70.37477,
"AUS","EMPAGE","25_54","PC_AGE","Q","1978-Q4",70.58231,
"AUS","EMPAGE","25_54","PC_AGE","Q","1979-Q1",70.5817,
"AUS","EMPAGE","25_54","PC_AGE","Q","1979-Q2",70.62765,
"AUS","EMPAGE","25_54","PC_AGE","Q","1979-Q3",70.62843,
"AUS","EMPAGE","25_54","PC_AGE","Q","1979-Q4",71.04889,
"AUS","EMPAGE","25_54","PC_AGE","Q","1980-Q1",71.1665,
"AUS","EMPAGE","25_54","PC_AGE","Q","1980-Q2",70.99263,
"AUS","EMPAGE","25_54","PC_AGE","Q","1980-Q3",71.36128,
"AUS","EMPAGE","25_54","PC_AGE","Q","1980-Q4",71.25031,
"AUS","EMPAGE","25_54","PC_AGE","Q","1981-Q1",71.32323,
"AUS","EMPAGE","25_54","PC_AGE","Q","1981-Q2",71.47794,
"AUS","EMPAGE","25_54","PC_AGE","Q","1981-Q3",71.47485,
"AUS","EMPAGE","25_54","PC_AGE","Q","1981-Q4",71.29978,
"AUS","EMPAGE","25_54","PC_AGE","Q","1982-Q1",71.26463,
"AUS","EMPAGE","25_54","PC_AGE","Q","1982-Q2",70.89175,
"AUS","EMPAGE","25_54","PC_AGE","Q","1982-Q3",70.59165,
"AUS","EMPAGE","25_54","PC_AGE","Q","1982-Q4",69.82124,
"AUS","EMPAGE","25_54","PC_AGE","Q","1983-Q1",69.21455,
"AUS","EMPAGE","25_54","PC_AGE","Q","1983-Q2",68.58414,
"AUS","EMPAGE","25_54","PC_AGE","Q","1983-Q3",68.73743,
"AUS","EMPAGE","25_54","PC_AGE","Q","1983-Q4",69.01029,
"AUS","EMPAGE","25_54","PC_AGE","Q","1984-Q1",69.49339,
"AUS","EMPAGE","25_54","PC_AGE","Q","1984-Q2",69.97379,
"AUS","EMPAGE","25_54","PC_AGE","Q","1984-Q3",70.1414,
"AUS","EMPAGE","25_54","PC_AGE","Q","1984-Q4",70.50667,
"AUS","EMPAGE","25_54","PC_AGE","Q","1985-Q1",70.71743,
"AUS","EMPAGE","25_54","PC_AGE","Q","1985-Q2",70.46689,
"AUS","EMPAGE","25_54","PC_AGE","Q","1985-Q3",71.18473,
"AUS","EMPAGE","25_54","PC_AGE","Q","1985-Q4",71.88799,
"AUS","EMPAGE","25_54","PC_AGE","Q","1986-Q1",72.29761,
"AUS","EMPAGE","25_54","PC_AGE","Q","1986-Q2",72.72346,
"AUS","EMPAGE","25_54","PC_AGE","Q","1986-Q3",72.78365,
"AUS","EMPAGE","25_54","PC_AGE","Q","1986-Q4",72.89349,
"AUS","EMPAGE","25_54","PC_AGE","Q","1987-Q1",72.75176,
